x,y,pattern,target_intensity,realized_intensity,radius,pts_per_cluster,id
6.0006670669355136e-5,3.855431050102487e-5,aggregate,20,25,0.1,10,372
5.523456969477697e-5,4.997429906224662e-5,aggregate,20,25,0.1,10,372
6.649307663654881e-5,5.085387901398694e-5,aggregate,20,25,0.1,10,372
6.343572827894888e-5,4.277572889178509e-5,aggregate,20,25,0.1,10,372
4.804083056136186e-5,5.032444872142753e-5,aggregate,20,25,0.1,10,372
8.966215132045539e-5,5.5293281981294984e-5,aggregate,20,25,0.1,10,372
9.589829868260574e-5,5.906013251756025e-5,aggregate,20,25,0.1,10,372
4.789907491243094e-5,7.153044585956958e-5,aggregate,20,25,0.1,10,372
5.3089118787024724e-5,7.457317352054568e-5,aggregate,20,25,0.1,10,372
4.396921096640052e-5,7.874427243890843e-5,aggregate,20,25,0.1,10,372
4.204721085110031e-5,7.405345297287178e-5,aggregate,20,25,0.1,10,372
5.158818154602602e-5,7.003721821395181e-5,aggregate,20,25,0.1,10,372
4.4917300089910566e-5,8.372825337700936e-5,aggregate,20,25,0.1,10,372
3.528652812068763e-5,7.814123398109623e-5,aggregate,20,25,0.1,10,372
4.776738431575565e-5,7.677135111245302e-5,aggregate,20,25,0.1,10,372
5.2611239502652934e-6,9.074831449428031e-5,aggregate,20,25,0.1,10,372
3.958959956126568e-6,9.495042657828156e-5,aggregate,20,25,0.1,10,372
8.864496867076392e-6,9.31853570246209e-5,aggregate,20,25,0.1,10,372
5.145087028292922e-6,9.935914385256415e-5,aggregate,20,25,0.1,10,372
1.1730329753052786e-5,8.748899551041801e-5,aggregate,20,25,0.1,10,372
2.9785080273476878e-5,1.3560114515016765e-5,aggregate,20,24,0.1,3,373
9.296727836628568e-6,4.292935415477172e-5,aggregate,20,24,0.1,3,373
7.1101608684203766e-06,3.7792278025310294e-5,aggregate,20,24,0.1,3,373
1.2491330924521953e-5,4.718989746766493e-5,aggregate,20,24,0.1,3,373
6.334224256964119e-6,4.775473816415721e-5,aggregate,20,24,0.1,3,373
3.99634962601148e-5,6.425057932332244e-6,aggregate,20,24,0.1,3,373
5.044273626563285e-5,1.8719652376352495e-6,aggregate,20,24,0.1,3,373
9.13750375682404e-5,6.156506532934276e-5,aggregate,20,24,0.1,3,373
8.415954715053153e-5,7.461778799076752e-5,aggregate,20,24,0.1,3,373
7.718083918712172e-5,9.486105156664612e-5,aggregate,20,24,0.1,3,373
6.381809594574502e-5,9.9270546757079e-5,aggregate,20,24,0.1,3,373
7.770140889160274e-5,7.003024266106605e-5,aggregate,20,24,0.1,3,373
7.215466751514261e-5,6.857409024578178e-5,aggregate,20,24,0.1,3,373
6.801141587895119e-5,6.855294658293896e-5,aggregate,20,24,0.1,3,373
7.691201128753454e-5,7.829649558301791e-5,aggregate,20,24,0.1,3,373
1.3696650570459851e-5,6.225540153031626e-5,aggregate,20,24,0.1,3,373
9.195077174208158e-6,5.824103897978075e-5,aggregate,20,24,0.1,3,373
3.876463065149845e-6,5.4741045364282483e-5,aggregate,20,24,0.1,3,373
2.9484192957187623e-6,6.649513422055186e-5,aggregate,20,24,0.1,3,373
1.2294691408593423e-5,5.361864244374875e-5,aggregate,20,24,0.1,3,373
9.815364207801114e-5,5.0459756408654604e-5,aggregate,20,24,0.1,3,373
1.2783074053010193e-5,9.854233566173864e-5,aggregate,20,24,0.1,3,373
8.697543056903798e-5,6.62753878441628e-5,aggregate,20,24,0.1,3,373
7.708018096467696e-5,5.3722636132350665e-5,aggregate,20,24,0.1,3,373
8.107165127550686e-5,5.287711791077997e-5,aggregate,20,14,0.1,3,374
7.295746129256416e-6,2.7083255818045568e-5,aggregate,20,14,0.1,3,374
1.1205943829944035e-5,2.3354907737923243e-5,aggregate,20,14,0.1,3,374
1.0310121828018015e-5,3.276433231764048e-5,aggregate,20,14,0.1,3,374
5.8113895841141974e-5,4.5119593510257365e-5,aggregate,20,14,0.1,3,374
6.252848154595796e-5,5.2054620305880554e-5,aggregate,20,14,0.1,3,374
3.665766969561627e-5,4.196265349292711e-5,aggregate,20,14,0.1,3,374
2.9009147190208748e-5,5.129706221651479e-5,aggregate,20,14,0.1,3,374
4.199525293921759e-5,4.5615420537037874e-5,aggregate,20,14,0.1,3,374
3.9387874876967246e-5,5.017643666374817e-5,aggregate,20,14,0.1,3,374
3.49619577392535e-5,5.849963163087191e-6,aggregate,20,14,0.1,3,374
9.895954998364428e-5,9.02733348862017e-5,aggregate,20,14,0.1,3,374
9.432940004988894e-5,5.588061530518476e-5,aggregate,20,14,0.1,3,374
9.028417990388555e-5,5.587904589166167e-5,aggregate,20,14,0.1,3,374
5.726431005575598e-5,9.771518494270576e-5,aggregate,20,8,0.1,3,375
4.568996634868356e-5,6.249457787006642e-5,aggregate,20,8,0.1,3,375
1.4256380562551233e-5,9.42190798764733e-5,aggregate,20,8,0.1,3,375
4.805543516271662e-5,2.0123939355260982e-6,aggregate,20,8,0.1,3,375
5.948559559907407e-5,9.884296728906063e-6,aggregate,20,8,0.1,3,375
6.892511173424731e-5,1.1690376060743892e-5,aggregate,20,8,0.1,3,375
5.904968231148044e-5,2.036010704459988e-6,aggregate,20,8,0.1,3,375
9.92032668351864e-5,3.825534135899009e-6,aggregate,20,8,0.1,3,375
2.772473408202665e-6,3.063267488173884e-5,aggregate,20,12,0.1,5,376
1.5787984003474788e-5,3.2961490238909836e-5,aggregate,20,12,0.1,5,376
8.099991329092687e-6,3.03521130788891e-5,aggregate,20,12,0.1,5,376
3.5932996275574413e-7,1.3089572410370491e-5,aggregate,20,12,0.1,5,376
6.190821084598907e-6,1.0005307120532573e-5,aggregate,20,12,0.1,5,376
7.965523473489097e-5,1.9199644093504825e-6,aggregate,20,12,0.1,5,376
7.304875695737304e-5,1.5824979229401436e-6,aggregate,20,12,0.1,5,376
7.515876751887497e-5,1.1785745183835517e-5,aggregate,20,12,0.1,5,376
5.547023838305314e-5,5.588002628446948e-5,aggregate,20,12,0.1,5,376
6.463306500758814e-5,4.861651117542145e-5,aggregate,20,12,0.1,5,376
6.212505144534488e-6,7.982557553042181e-5,aggregate,20,12,0.1,5,376
5.890678372212745e-6,8.675930883345709e-5,aggregate,20,12,0.1,5,376
2.2896120407268712e-5,1.718536567680954e-5,aggregate,20,11,0.1,5,377
2.74687714095074e-5,5.177538500575105e-7,aggregate,20,11,0.1,5,377
2.1403226256758478e-5,3.561658246965416e-7,aggregate,20,11,0.1,5,377
4.016499795810996e-5,7.137773598604501e-5,aggregate,20,11,0.1,5,377
4.6869797104926696e-5,7.028724565499025e-5,aggregate,20,11,0.1,5,377
4.5662331952134154e-5,6.470409914702491e-5,aggregate,20,11,0.1,5,377
6.3484108794650095e-6,7.834955136140798e-5,aggregate,20,11,0.1,5,377
3.657599255180455e-6,9.020750592246686e-5,aggregate,20,11,0.1,5,377
3.509063826784362e-5,4.643211645697099e-5,aggregate,20,11,0.1,5,377
2.5259783930066776e-5,5.0468100448110243e-5,aggregate,20,11,0.1,5,377
4.045251149150745e-5,5.59414908137462e-5,aggregate,20,11,0.1,5,377
8.081601544210576e-5,8.056527600928112e-5,aggregate,20,17,0.1,5,378
8.490082972899926e-5,7.843145050428363e-5,aggregate,20,17,0.1,5,378
9.410749013109768e-5,3.337944643658649e-5,aggregate,20,17,0.1,5,378
9.734553063726617e-5,2.466211552407061e-5,aggregate,20,17,0.1,5,378
5.180828120119626e-5,7.058845905582846e-5,aggregate,20,17,0.1,5,378
6.247588277920237e-5,5.923389934348103e-5,aggregate,20,17,0.1,5,378
4.649455464719389e-5,6.120872002622137e-5,aggregate,20,17,0.1,5,378
5.110185699237147e-5,5.471702637880072e-5,aggregate,20,17,0.1,5,378
5.0497841921293364e-5,9.65344673053954e-5,aggregate,20,17,0.1,5,378
4.048839789734051e-5,9.243934091599178e-5,aggregate,20,17,0.1,5,378
4.379404603173117e-5,9.763719127601055e-5,aggregate,20,17,0.1,5,378
3.529648532211273e-5,9.373784541153132e-5,aggregate,20,17,0.1,5,378
9.07907058171723e-5,7.158349320621237e-5,aggregate,20,17,0.1,5,378
9.73779784578566e-5,7.165951074941038e-5,aggregate,20,17,0.1,5,378
9.055222137492689e-5,6.139838503610784e-5,aggregate,20,17,0.1,5,378
5.342441876815322e-5,6.162114524199611e-5,aggregate,20,17,0.1,5,378
6.199344769220526e-5,6.948130109610513e-5,aggregate,20,17,0.1,5,378
8.450717690884725e-5,5.0386374726773986e-5,aggregate,20,6,0.1,10,379
8.450311762227195e-5,4.621668605139791e-5,aggregate,20,6,0.1,10,379
8.912735847247351e-5,5.210012473029706e-5,aggregate,20,6,0.1,10,379
9.901870868635167e-5,5.5245556088673235e-5,aggregate,20,6,0.1,10,379
9.266137880392314e-5,5.545983502477322e-5,aggregate,20,6,0.1,10,379
9.21332819327889e-5,4.8750102755549206e-5,aggregate,20,6,0.1,10,379
7.779881712630453e-5,8.125500365199806e-5,aggregate,20,10,0.1,10,380
7.284974163227987e-5,7.520491838512155e-5,aggregate,20,10,0.1,10,380
7.626822698061396e-5,8.72188094771514e-5,aggregate,20,10,0.1,10,380
8.19307871036603e-5,7.116306801807462e-5,aggregate,20,10,0.1,10,380
8.098215948103018e-5,7.864500740491233e-5,aggregate,20,10,0.1,10,380
8.871775771864197e-5,1.1937222929716422e-5,aggregate,20,10,0.1,10,380
9.860758191790301e-5,1.9833323037332203e-5,aggregate,20,10,0.1,10,380
9.768454039283026e-5,1.3596269416312796e-5,aggregate,20,10,0.1,10,380
9.363185271511628e-5,1.716878785219149e-5,aggregate,20,10,0.1,10,380
8.308807716147591e-5,1.9472026410375673e-5,aggregate,20,10,0.1,10,380
9.076473226493731e-5,7.643446320172403e-5,aggregate,20,9,0.1,10,381
7.84230044590585e-5,7.894509277269776e-5,aggregate,20,9,0.1,10,381
8.228186042891514e-5,7.240814864859341e-5,aggregate,20,9,0.1,10,381
8.984447861118527e-5,7.154370671182726e-5,aggregate,20,9,0.1,10,381
2.1291377198176905e-5,1.1661132504458175e-5,aggregate,20,9,0.1,10,381
1.5614588423018732e-5,9.322588194965422e-6,aggregate,20,9,0.1,10,381
1.0721368038642491e-5,8.837720349054214e-6,aggregate,20,9,0.1,10,381
7.360674263166528e-6,1.6046382148556e-5,aggregate,20,9,0.1,10,381
9.358396181209462e-5,9.98540642645583e-5,aggregate,20,9,0.1,10,381
9.180376973858905e-5,5.139520092641932e-5,aggregate,20,19,0.1,3,382
1.7215162595179684e-5,8.535812385305508e-5,aggregate,20,19,0.1,3,382
2.184897399726592e-5,7.933356079700052e-5,aggregate,20,19,0.1,3,382
1.0262329183543608e-5,9.219221448593352e-6,aggregate,20,19,0.1,3,382
3.0792456842448566e-7,6.277836492826248e-6,aggregate,20,19,0.1,3,382
8.950344199647269e-5,7.4644806046992e-5,aggregate,20,19,0.1,3,382
7.63681073497084e-5,7.636108408915134e-5,aggregate,20,19,0.1,3,382
7.350421633280065e-5,7.20556483098456e-5,aggregate,20,19,0.1,3,382
9.62264882212812e-5,6.119485010914456e-5,aggregate,20,19,0.1,3,382
9.368995874930346e-5,5.932075978178638e-6,aggregate,20,19,0.1,3,382
2.2436917602640196e-5,5.875859739055508e-5,aggregate,20,19,0.1,3,382
1.2238901225516163e-5,5.4814651293283235e-5,aggregate,20,19,0.1,3,382
2.4593399751528856e-5,5.431065578557396e-5,aggregate,20,19,0.1,3,382
2.9206096950393234e-5,9.441118138165305e-5,aggregate,20,19,0.1,3,382
2.409947968626738e-5,8.659180573642181e-5,aggregate,20,19,0.1,3,382
1.580970039120892e-5,9.066700084789802e-5,aggregate,20,19,0.1,3,382
5.756138827064839e-5,7.472171880688183e-5,aggregate,20,19,0.1,3,382
5.36325407248373e-5,6.803838006051217e-5,aggregate,20,19,0.1,3,382
5.3136346507785004e-5,7.634362186548022e-5,aggregate,20,19,0.1,3,382
5.375028317160281e-5,6.0870417035770844e-5,aggregate,20,22,0.1,3,383
4.504446331629167e-5,2.882149593091031e-5,aggregate,20,22,0.1,3,383
4.882927792671641e-5,2.6521942355587927e-5,aggregate,20,22,0.1,3,383
4.139490311222126e-5,2.2911888934911284e-5,aggregate,20,22,0.1,3,383
2.956297459584556e-5,2.5083334280739052e-5,aggregate,20,22,0.1,3,383
7.541775537283415e-5,6.255156748486279e-5,aggregate,20,22,0.1,3,383
6.237126848517617e-5,6.787736808533665e-5,aggregate,20,22,0.1,3,383
6.854108540836397e-5,6.801301024834272e-5,aggregate,20,22,0.1,3,383
6.13201037500592e-5,5.943305288158584e-5,aggregate,20,22,0.1,3,383
6.702776323812843e-5,5.871910158530671e-5,aggregate,20,22,0.1,3,383
6.059288676625724e-5,7.308795018196439e-5,aggregate,20,22,0.1,3,383
3.4331859072607756e-5,8.326569072496196e-5,aggregate,20,22,0.1,3,383
3.1836336559213846e-5,7.751858274773993e-5,aggregate,20,22,0.1,3,383
3.90124662189879e-5,7.102395620492569e-5,aggregate,20,22,0.1,3,383
3.594724297954402e-5,9.036141549392261e-6,aggregate,20,22,0.1,3,383
3.81925615115157e-5,5.4907500505682785e-6,aggregate,20,22,0.1,3,383
4.180168025307864e-6,5.813116047837546e-5,aggregate,20,22,0.1,3,383
1.1485499308068827e-5,5.874915349040777e-5,aggregate,20,22,0.1,3,383
1.9675540274823222e-5,5.77422366841742e-5,aggregate,20,22,0.1,3,383
1.4122175393021204e-5,6.442623176619456e-5,aggregate,20,22,0.1,3,383
1.546970802219447e-5,1.2959507008804886e-5,aggregate,20,22,0.1,3,383
2.0086425787449648e-5,6.530547482888172e-6,aggregate,20,22,0.1,3,383
6.371594825297315e-5,1.0264583412645963e-5,aggregate,20,26,0.1,3,384
5.6596270770588376e-5,8.444340630344561e-6,aggregate,20,26,0.1,3,384
4.326041841040945e-5,3.886983622642038e-5,aggregate,20,26,0.1,3,384
4.808353119847724e-5,3.7790161193177366e-5,aggregate,20,26,0.1,3,384
4.908917652574123e-5,2.9557412013083453e-5,aggregate,20,26,0.1,3,384
4.2242360071091405e-5,3.297237988802735e-5,aggregate,20,26,0.1,3,384
4.610442653394935e-5,7.67407188672313e-5,aggregate,20,26,0.1,3,384
4.474910846577123e-5,8.234498424601474e-5,aggregate,20,26,0.1,3,384
7.305402926405079e-5,8.689627720016364e-5,aggregate,20,26,0.1,3,384
6.002755098873667e-5,8.748033809735526e-5,aggregate,20,26,0.1,3,384
6.86879639137155e-5,9.904928691804723e-5,aggregate,20,26,0.1,3,384
6.327982649051703e-5,8.257881195306194e-5,aggregate,20,26,0.1,3,384
6.89361988661532e-5,8.303496545233801e-5,aggregate,20,26,0.1,3,384
6.76193019591714e-5,1.125396419343942e-5,aggregate,20,26,0.1,3,384
7.970727512217961e-5,7.91694844685113e-6,aggregate,20,26,0.1,3,384
7.458602117602959e-5,6.331146996117876e-6,aggregate,20,26,0.1,3,384
7.13522648269858e-5,3.5799590575349986e-8,aggregate,20,26,0.1,3,384
6.574525993827329e-5,6.354623833201956e-6,aggregate,20,26,0.1,3,384
1.0913819335399347e-5,1.5700586686836793e-5,aggregate,20,26,0.1,3,384
1.0785258284929625e-5,1.1716951977408064e-5,aggregate,20,26,0.1,3,384
7.815706861791467e-5,1.4873334522986834e-5,aggregate,20,26,0.1,3,384
1.2664554487130754e-5,5.99624515033613e-7,aggregate,20,26,0.1,3,384
3.947331471895743e-9,1.0235533278832657e-5,aggregate,20,26,0.1,3,384
6.638462908635136e-5,9.013979602761715e-5,aggregate,20,26,0.1,3,384
6.139654643192685e-5,7.289514315564512e-5,aggregate,20,26,0.1,3,384
7.203953873450939e-5,7.549019547853704e-5,aggregate,20,26,0.1,3,384
3.575401671829739e-5,7.902881856918105e-6,aggregate,20,15,0.1,5,385
2.685438031254225e-5,2.0221175215753217e-5,aggregate,20,15,0.1,5,385
3.1540413527665134e-5,2.113484803798167e-5,aggregate,20,15,0.1,5,385
6.725124483383841e-6,3.314690477948974e-5,aggregate,20,15,0.1,5,385
6.333104616631974e-6,2.2984751038328424e-5,aggregate,20,15,0.1,5,385
1.8406923486995614e-5,6.426079994351782e-5,aggregate,20,15,0.1,5,385
8.496835631674617e-5,6.55772245957931e-5,aggregate,20,15,0.1,5,385
7.84340850496068e-5,6.26023156929109e-5,aggregate,20,15,0.1,5,385
6.910047778835001e-5,2.6398083228399538e-5,aggregate,20,15,0.1,5,385
7.247038333220372e-5,1.7323623253030098e-5,aggregate,20,15,0.1,5,385
6.15210666451706e-5,1.227624321618944e-5,aggregate,20,15,0.1,5,385
3.904387809021291e-5,1.2120309425170229e-5,aggregate,20,15,0.1,5,385
4.6402763947902795e-5,1.194818766176033e-5,aggregate,20,15,0.1,5,385
4.360820950142927e-5,2.8375593692167155e-6,aggregate,20,15,0.1,5,385
5.46658035259692e-5,8.005375258601716e-6,aggregate,20,15,0.1,5,385
2.7269847029684435e-5,4.527874169328095e-5,aggregate,20,13,0.1,5,386
1.9837512721802674e-5,5.035074184564614e-5,aggregate,20,13,0.1,5,386
2.9002433909638127e-5,4.951171847049753e-5,aggregate,20,13,0.1,5,386
7.214697524087686e-5,7.194275179162363e-5,aggregate,20,13,0.1,5,386
6.141264805213778e-5,6.157136908688021e-5,aggregate,20,13,0.1,5,386
6.183058964618569e-5,6.792686462078704e-5,aggregate,20,13,0.1,5,386
6.054679361844285e-5,7.300559437497659e-5,aggregate,20,13,0.1,5,386
6.632911505716335e-5,7.455292199897236e-5,aggregate,20,13,0.1,5,386
5.5012985834569056e-5,7.006987343359201e-5,aggregate,20,13,0.1,5,386
7.245789022888669e-5,6.651323599010711e-5,aggregate,20,13,0.1,5,386
9.452880802448956e-5,8.946345178572623e-5,aggregate,20,13,0.1,5,386
9.979577719576459e-5,9.611389510001389e-5,aggregate,20,13,0.1,5,386
9.855738586044396e-5,8.843552139169901e-5,aggregate,20,13,0.1,5,386
3.293765872147964e-5,7.916895811203428e-5,aggregate,20,22,0.1,5,387
5.587204320396471e-5,5.182135045292797e-5,aggregate,20,22,0.1,5,387
6.578356792119079e-5,6.996736454757999e-5,aggregate,20,22,0.1,5,387
6.722186331223622e-5,6.543541177723488e-5,aggregate,20,22,0.1,5,387
9.9535508244534e-5,6.574386505311543e-5,aggregate,20,22,0.1,5,387
6.630394980967634e-5,4.9886615278553885e-5,aggregate,20,22,0.1,5,387
6.511769229343155e-5,3.6401020092267896e-5,aggregate,20,22,0.1,5,387
5.6007737215557644e-5,4.639403926099164e-5,aggregate,20,22,0.1,5,387
6.20954575078863e-5,5.3280816785040324e-5,aggregate,20,22,0.1,5,387
6.293159917465631e-5,4.2380840599585284e-5,aggregate,20,22,0.1,5,387
8.996989256188626e-5,2.591641406174317e-6,aggregate,20,22,0.1,5,387
9.874943805762736e-5,5.534277627111178e-5,aggregate,20,22,0.1,5,387
9.356618341849207e-5,4.3313463068292306e-5,aggregate,20,22,0.1,5,387
9.384571408974211e-5,5.821892731466103e-5,aggregate,20,22,0.1,5,387
4.1575518179819014e-5,9.92701420722064e-5,aggregate,20,22,0.1,5,387
3.459178023575786e-5,9.462980390052387e-5,aggregate,20,22,0.1,5,387
4.323193047380694e-5,9.290317356557348e-5,aggregate,20,22,0.1,5,387
4.7665442393100944e-5,9.700126141073156e-5,aggregate,20,22,0.1,5,387
3.6313414802992914e-5,9.825822709358499e-5,aggregate,20,22,0.1,5,387
3.2640851842016764e-5,9.047503181006156e-5,aggregate,20,22,0.1,5,387
9.343459083636017e-6,7.907970823476636e-5,aggregate,20,22,0.1,5,387
5.216687573191686e-6,8.444021649753622e-5,aggregate,20,22,0.1,5,387
6.078532986113014e-5,9.67191082677975e-5,aggregate,20,5,0.1,10,388
4.774840035882399e-5,9.815500628409229e-5,aggregate,20,5,0.1,10,388
6.823199599538545e-5,4.6754171331311124e-5,aggregate,20,5,0.1,10,388
7.135097474776541e-5,3.670022047006009e-5,aggregate,20,5,0.1,10,388
7.629747840973525e-5,4.318368096637843e-5,aggregate,20,5,0.1,10,388
7.683717340266474e-5,7.535552591547592e-5,aggregate,20,17,0.1,10,389
6.793964408426963e-5,7.869854896466349e-5,aggregate,20,17,0.1,10,389
6.750309398221376e-5,8.597324608897159e-5,aggregate,20,17,0.1,10,389
7.33407831290171e-5,8.500122416488428e-5,aggregate,20,17,0.1,10,389
6.944012123445772e-5,7.492807275909553e-5,aggregate,20,17,0.1,10,389
4.569471958421025e-5,3.894505710578589e-5,aggregate,20,17,0.1,10,389
4.7153492430238554e-5,5.2868197951022716e-5,aggregate,20,17,0.1,10,389
3.5440064001287024e-5,4.0502054754370986e-5,aggregate,20,17,0.1,10,389
4.2002379352581786e-5,4.8146586120519215e-5,aggregate,20,17,0.1,10,389
4.447597290398883e-5,4.48319886991024e-5,aggregate,20,17,0.1,10,389
3.5801437179252115e-5,4.935026359681603e-5,aggregate,20,17,0.1,10,389
4.450439661837249e-5,7.417995840605433e-5,aggregate,20,17,0.1,10,389
5.221358898752238e-5,6.725296178378885e-5,aggregate,20,17,0.1,10,389
4.4645242452737524e-5,6.546380901458877e-5,aggregate,20,17,0.1,10,389
4.626962338518088e-5,7.977243920216592e-5,aggregate,20,17,0.1,10,389
5.021263839716687e-5,7.245183668009045e-5,aggregate,20,17,0.1,10,389
3.763565390873904e-5,7.618126252394016e-5,aggregate,20,17,0.1,10,389
9.499641985609379e-6,9.035929158810865e-5,aggregate,20,10,0.1,10,390
1.6948531854773548e-5,9.711490593168676e-5,aggregate,20,10,0.1,10,390
4.543653977908625e-6,9.409010957456172e-5,aggregate,20,10,0.1,10,390
1.1272248514724673e-5,9.60753994507752e-5,aggregate,20,10,0.1,10,390
4.754848063406778e-5,9.883652845486689e-5,aggregate,20,10,0.1,10,390
1.8234880595020336e-5,7.682081315132289e-5,aggregate,20,10,0.1,10,390
1.2997697528978541e-5,7.61665775559606e-5,aggregate,20,10,0.1,10,390
5.3734173995608995e-6,7.497403292486442e-5,aggregate,20,10,0.1,10,390
1.1635204365628025e-5,6.035072578600711e-5,aggregate,20,10,0.1,10,390
9.140846210571738e-6,6.628394740710484e-5,aggregate,20,10,0.1,10,390
9.1193378723144e-5,8.506064667550686e-7,aggregate,20,16,0.05,3,391
9.361291062247921e-5,5.002412012279898e-6,aggregate,20,16,0.05,3,391
2.942599366962151e-5,2.692353292621953e-6,aggregate,20,16,0.05,3,391
2.0858829866624223e-5,2.3957309576099757e-6,aggregate,20,16,0.05,3,391
1.7780306983929466e-6,9.6441059965986e-5,aggregate,20,16,0.05,3,391
2.5250553699388134e-7,9.184699665211883e-5,aggregate,20,16,0.05,3,391
4.927385967002467e-5,5.724629532458719e-5,aggregate,20,16,0.05,3,391
2.0111221425771186e-5,8.30795745028098e-5,aggregate,20,16,0.05,3,391
1.3098843626367563e-5,8.482490503744207e-5,aggregate,20,16,0.05,3,391
4.723096279688796e-6,7.146993443130272e-5,aggregate,20,16,0.05,3,391
1.2094931429091367e-6,6.648165498399963e-5,aggregate,20,16,0.05,3,391
3.6044690154363816e-5,2.754370274511998e-5,aggregate,20,16,0.05,3,391
3.279721654677965e-5,2.4364884651601332e-5,aggregate,20,16,0.05,3,391
3.141817414295006e-5,2.837297677580924e-5,aggregate,20,16,0.05,3,391
5.425197741506903e-5,5.5508874560114375e-5,aggregate,20,16,0.05,3,391
5.387089611712246e-5,5.164181298955323e-5,aggregate,20,16,0.05,3,391
5.673832914069565e-5,4.1787193749237904e-5,aggregate,20,8,0.05,3,392
9.372631161691623e-5,3.912379545931586e-5,aggregate,20,8,0.05,3,392
9.23713312156357e-5,4.364437442244351e-5,aggregate,20,8,0.05,3,392
9.022938606147026e-5,3.682905989365767e-5,aggregate,20,8,0.05,3,392
3.053317665502341e-5,7.873536086509886e-6,aggregate,20,8,0.05,3,392
3.0267012342995878e-5,3.3012097130919207e-6,aggregate,20,8,0.05,3,392
3.150814363010735e-7,1.9450421733530414e-5,aggregate,20,8,0.05,3,392
2.6271603099517164e-6,1.5047615485580008e-5,aggregate,20,8,0.05,3,392
9.748363282283857e-5,7.536360217043101e-5,aggregate,20,16,0.05,3,393
9.509282185947527e-5,7.958494811730815e-5,aggregate,20,16,0.05,3,393
4.391664079918896e-5,2.0186175179690438e-6,aggregate,20,16,0.05,3,393
8.06302389121556e-6,8.221231814272494e-5,aggregate,20,16,0.05,3,393
5.920626129887774e-5,4.1157195929040703e-7,aggregate,20,16,0.05,3,393
8.708450951085082e-5,6.791226382444983e-6,aggregate,20,16,0.05,3,393
2.443162162759261e-5,8.279545893086747e-5,aggregate,20,16,0.05,3,393
2.648145798816111e-5,8.756716580480399e-5,aggregate,20,16,0.05,3,393
5.0923469607130546e-5,2.7680802951554606e-6,aggregate,20,16,0.05,3,393
5.7975782766251516e-5,4.5057872224171296e-6,aggregate,20,16,0.05,3,393
7.422246718013772e-5,9.904093701062744e-5,aggregate,20,16,0.05,3,393
5.387371050060457e-5,2.317364120524513e-5,aggregate,20,16,0.05,3,393
4.9770968493243434e-5,2.6819176038527988e-5,aggregate,20,16,0.05,3,393
5.468582413807569e-5,2.708146722034131e-5,aggregate,20,16,0.05,3,393
4.5463647165952265e-5,9.913209396484849e-5,aggregate,20,16,0.05,3,393
5.087409543823227e-5,6.399054191507937e-5,aggregate,20,16,0.05,3,393
2.2860936612398723e-6,6.746875147715314e-5,aggregate,20,5,0.05,5,394
3.750573879598443e-6,7.413360703666553e-5,aggregate,20,5,0.05,5,394
1.8349652310701982e-5,3.1808071802625848e-6,aggregate,20,5,0.05,5,394
4.258755978154574e-5,5.668029294977857e-5,aggregate,20,5,0.05,5,394
4.489309127016039e-5,6.077786781465845e-5,aggregate,20,5,0.05,5,394
4.62167628022162e-5,4.022912110139847e-5,aggregate,20,5,0.05,5,395
5.0473126645525484e-5,4.155720448064289e-5,aggregate,20,5,0.05,5,395
4.822437563904254e-5,3.671696631201738e-5,aggregate,20,5,0.05,5,395
7.189632456746987e-5,9.772525563935985e-5,aggregate,20,5,0.05,5,395
1.521766317820114e-6,5.558759509453146e-6,aggregate,20,5,0.05,5,395
1.665480673228484e-5,3.6675582244583144e-5,aggregate,20,13,0.05,5,396
9.394268275166593e-6,3.101868532382889e-5,aggregate,20,13,0.05,5,396
1.2012647722501414e-5,3.6140550737342574e-5,aggregate,20,13,0.05,5,396
7.882946639786179e-5,1.8899008339374716e-5,aggregate,20,13,0.05,5,396
7.858145710088698e-5,1.4297534439866095e-5,aggregate,20,13,0.05,5,396
7.472053392334815e-5,7.551319190239654e-5,aggregate,20,13,0.05,5,396
7.206976492481085e-5,6.95332485395548e-5,aggregate,20,13,0.05,5,396
4.5549460422989144e-5,2.1045918555079376e-5,aggregate,20,13,0.05,5,396
3.982756711621383e-5,1.8132095252665552e-5,aggregate,20,13,0.05,5,396
4.623876674998778e-5,1.472211411783985e-5,aggregate,20,13,0.05,5,396
8.981699695847675e-5,1.5633967825893515e-5,aggregate,20,13,0.05,5,396
8.612812126140421e-5,1.3109305220819106e-5,aggregate,20,13,0.05,5,396
8.690556558117881e-5,1.9042012698811957e-5,aggregate,20,13,0.05,5,396
6.665638050328614e-5,1.1084671107574217e-5,aggregate,20,6,0.05,10,397
6.860508255883554e-5,1.8625179456222545e-5,aggregate,20,6,0.05,10,397
7.097895969472874e-5,1.4063607136545004e-5,aggregate,20,6,0.05,10,397
6.464942902897623e-5,1.6659335672331237e-5,aggregate,20,6,0.05,10,397
1.0666433867503315e-5,2.5739805496545277e-5,aggregate,20,6,0.05,10,397
7.672283883410874e-6,2.3131515461039025e-5,aggregate,20,6,0.05,10,397
2.4600108888104686e-7,5.3816251001135743e-5,aggregate,20,7,0.05,10,398
2.3854547674294294e-6,4.7356368080341704e-5,aggregate,20,7,0.05,10,398
5.403547321835331e-6,5.350201703503114e-5,aggregate,20,7,0.05,10,398
2.388810983496448e-5,6.96365659235923e-5,aggregate,20,7,0.05,10,398
